eps,1,5,20
0.5,0.6972,0.9092,0.9596
2.0,0.8743,0.96,0.9621
8.0,0.9578,0.962,0.9627
32.0,0.9623,0.9625,0.9627
inf,0.9627,0.9626,0.9629
