eps,1,5,20
0.5,0.3722,0.413,0.3612
2.0,0.3823,0.3787,0.3788
8.0,0.3732,0.389,0.3857
32.0,0.3768,0.3887,0.3866
inf,0.3798,0.386,0.3877
