eps,1,5,20
0.5,0.3873,0.5145,0.5096
2.0,0.4889,0.5083,0.5185
8.0,0.5076,0.5178,0.5207
32.0,0.5158,0.521,0.521
inf,0.5203,0.5211,0.5208
