eps,1,5,20
0.5,0.6184,0.8449,0.858
2.0,0.8343,0.8565,0.8588
8.0,0.8569,0.8582,0.8587
32.0,0.8584,0.8587,0.8583
inf,0.8584,0.8585,0.8584
