section,setup,seed,alpha,probe_size,method,acc,runtime_s,backbone,eps,K_per_class
D,ag_news_distilbert,44,0.1,,dp_avg_eps0.5_K20,0.6075,14.0,distilbert,0.5,20.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps2.0_K1,0.5917,14.8,distilbert,2.0,1.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps2.0_K5,0.5986,14.2,distilbert,2.0,5.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps2.0_K20,0.6121,14.3,distilbert,2.0,20.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps8.0_K1,0.6008,14.2,distilbert,8.0,1.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps8.0_K5,0.6075,14.6,distilbert,8.0,5.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps8.0_K20,0.6117,14.5,distilbert,8.0,20.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps32.0_K1,0.6058,14.5,distilbert,32.0,1.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps32.0_K5,0.6117,14.2,distilbert,32.0,5.0
D,ag_news_distilbert,44,0.1,,dp_avg_eps32.0_K20,0.6113,14.6,distilbert,32.0,20.0
D,ag_news_distilbert,44,0.1,,dp_avg_epsinf_K1,0.6103,15.1,distilbert,inf,1.0
D,ag_news_distilbert,44,0.1,,dp_avg_epsinf_K5,0.6111,14.7,distilbert,inf,5.0
D,ag_news_distilbert,44,0.1,,dp_avg_epsinf_K20,0.6109,15.1,distilbert,inf,20.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps0.5_K1,0.6907,14.0,distilbert,0.5,1.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps0.5_K5,0.8413,14.3,distilbert,0.5,5.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps0.5_K20,0.8588,14.1,distilbert,0.5,20.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps2.0_K1,0.8445,13.9,distilbert,2.0,1.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps2.0_K5,0.8564,13.9,distilbert,2.0,5.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps2.0_K20,0.8592,14.7,distilbert,2.0,20.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps8.0_K1,0.8589,14.2,distilbert,8.0,1.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps8.0_K5,0.8588,14.4,distilbert,8.0,5.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps8.0_K20,0.8588,14.0,distilbert,8.0,20.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps32.0_K1,0.8596,14.7,distilbert,32.0,1.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps32.0_K5,0.8588,14.5,distilbert,32.0,5.0
D,ag_news_distilbert,44,1.0,,dp_avg_eps32.0_K20,0.8592,14.7,distilbert,32.0,20.0
D,ag_news_distilbert,44,1.0,,dp_avg_epsinf_K1,0.8584,14.7,distilbert,inf,1.0
D,ag_news_distilbert,44,1.0,,dp_avg_epsinf_K5,0.8592,14.2,distilbert,inf,5.0
D,ag_news_distilbert,44,1.0,,dp_avg_epsinf_K20,0.8584,14.6,distilbert,inf,20.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps0.5_K1,0.2649,14.3,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps0.5_K5,0.25,14.5,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps0.5_K20,0.2608,15.1,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps2.0_K1,0.2628,14.6,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps2.0_K5,0.25,14.1,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps2.0_K20,0.25,14.1,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps8.0_K1,0.25,14.4,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps8.0_K5,0.25,14.1,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps8.0_K20,0.25,14.9,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps32.0_K1,0.25,14.6,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps32.0_K5,0.25,13.8,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_eps32.0_K20,0.25,14.3,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_epsinf_K1,0.25,14.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_epsinf_K5,0.25,13.9,gpt2_small,inf,5.0
D,ag_news_gpt2_small,42,0.05,,dp_avg_epsinf_K20,0.25,15.2,gpt2_small,inf,20.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps0.5_K1,0.25,14.7,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps0.5_K5,0.25,14.0,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps0.5_K20,0.25,14.3,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps2.0_K1,0.2538,14.1,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps2.0_K5,0.25,14.2,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps2.0_K20,0.25,14.2,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps8.0_K1,0.25,14.5,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps8.0_K5,0.3611,14.0,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps8.0_K20,0.25,14.0,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps32.0_K1,0.25,14.3,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps32.0_K5,0.2504,14.3,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_eps32.0_K20,0.25,14.9,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_epsinf_K1,0.2501,14.8,gpt2_small,inf,1.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_epsinf_K5,0.25,14.4,gpt2_small,inf,5.0
D,ag_news_gpt2_small,42,0.1,,dp_avg_epsinf_K20,0.25,14.0,gpt2_small,inf,20.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps0.5_K1,0.2768,14.2,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps0.5_K5,0.2778,13.9,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps0.5_K20,0.25,14.1,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps2.0_K1,0.25,14.9,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps2.0_K5,0.25,14.1,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps2.0_K20,0.3522,14.5,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps8.0_K1,0.2736,14.0,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps8.0_K5,0.25,14.5,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps8.0_K20,0.2817,14.3,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps32.0_K1,0.25,14.9,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps32.0_K5,0.25,14.7,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_eps32.0_K20,0.2626,14.1,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_epsinf_K1,0.25,14.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_epsinf_K5,0.25,14.0,gpt2_small,inf,5.0
D,ag_news_gpt2_small,42,1.0,,dp_avg_epsinf_K20,0.3028,14.0,gpt2_small,inf,20.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps0.5_K1,0.2704,14.4,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps0.5_K5,0.2433,14.0,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps0.5_K20,0.25,14.0,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps2.0_K1,0.258,14.0,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps2.0_K5,0.25,13.8,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps2.0_K20,0.25,13.9,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps8.0_K1,0.3204,14.1,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps8.0_K5,0.25,14.3,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps8.0_K20,0.25,14.6,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps32.0_K1,0.25,13.9,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps32.0_K5,0.25,13.8,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_eps32.0_K20,0.3425,13.8,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_epsinf_K1,0.25,14.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_epsinf_K5,0.25,13.8,gpt2_small,inf,5.0
D,ag_news_gpt2_small,43,0.05,,dp_avg_epsinf_K20,0.4089,13.7,gpt2_small,inf,20.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps0.5_K1,0.1739,14.6,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps0.5_K5,0.25,14.1,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps0.5_K20,0.25,14.9,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps2.0_K1,0.2483,14.3,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps2.0_K5,0.25,14.2,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps2.0_K20,0.2497,14.1,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps8.0_K1,0.25,14.7,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps8.0_K5,0.25,14.1,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps8.0_K20,0.25,14.2,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps32.0_K1,0.2667,14.5,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps32.0_K5,0.25,14.3,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_eps32.0_K20,0.2501,14.6,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_epsinf_K1,0.25,15.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_epsinf_K5,0.25,14.4,gpt2_small,inf,5.0
D,ag_news_gpt2_small,43,0.1,,dp_avg_epsinf_K20,0.25,14.2,gpt2_small,inf,20.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps0.5_K1,0.1972,14.0,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps0.5_K5,0.25,14.1,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps0.5_K20,0.25,14.0,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps2.0_K1,0.25,15.7,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps2.0_K5,0.25,14.6,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps2.0_K20,0.2522,14.4,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps8.0_K1,0.25,14.8,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps8.0_K5,0.25,14.0,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps8.0_K20,0.25,14.6,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps32.0_K1,0.25,15.1,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps32.0_K5,0.25,14.4,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_eps32.0_K20,0.25,14.2,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_epsinf_K1,0.25,14.4,gpt2_small,inf,1.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_epsinf_K5,0.25,14.6,gpt2_small,inf,5.0
D,ag_news_gpt2_small,43,1.0,,dp_avg_epsinf_K20,0.25,15.1,gpt2_small,inf,20.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps0.5_K1,0.2703,13.7,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps0.5_K5,0.2503,13.5,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps0.5_K20,0.25,13.3,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps2.0_K1,0.2513,13.4,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps2.0_K5,0.25,12.9,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps2.0_K20,0.253,13.4,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps8.0_K1,0.2512,13.6,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps8.0_K5,0.2546,13.2,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps8.0_K20,0.25,13.5,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps32.0_K1,0.25,13.4,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps32.0_K5,0.25,14.0,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_eps32.0_K20,0.2503,13.3,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_epsinf_K1,0.25,14.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_epsinf_K5,0.25,13.6,gpt2_small,inf,5.0
D,ag_news_gpt2_small,44,0.05,,dp_avg_epsinf_K20,0.25,13.5,gpt2_small,inf,20.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps0.5_K1,0.2471,14.5,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps0.5_K5,0.25,14.8,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps0.5_K20,0.25,14.3,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps2.0_K1,0.2584,15.2,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps2.0_K5,0.25,14.7,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps2.0_K20,0.4897,14.9,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps8.0_K1,0.2501,15.1,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps8.0_K5,0.25,14.6,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps8.0_K20,0.25,14.8,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps32.0_K1,0.3538,14.6,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps32.0_K5,0.25,14.5,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_eps32.0_K20,0.25,14.9,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_epsinf_K1,0.25,14.4,gpt2_small,inf,1.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_epsinf_K5,0.25,14.5,gpt2_small,inf,5.0
D,ag_news_gpt2_small,44,0.1,,dp_avg_epsinf_K20,0.2508,14.2,gpt2_small,inf,20.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps0.5_K1,0.25,14.1,gpt2_small,0.5,1.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps0.5_K5,0.2501,14.9,gpt2_small,0.5,5.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps0.5_K20,0.25,14.6,gpt2_small,0.5,20.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps2.0_K1,0.25,14.8,gpt2_small,2.0,1.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps2.0_K5,0.25,14.8,gpt2_small,2.0,5.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps2.0_K20,0.2507,14.1,gpt2_small,2.0,20.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps8.0_K1,0.2528,14.6,gpt2_small,8.0,1.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps8.0_K5,0.25,14.5,gpt2_small,8.0,5.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps8.0_K20,0.3586,14.1,gpt2_small,8.0,20.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps32.0_K1,0.25,14.3,gpt2_small,32.0,1.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps32.0_K5,0.25,14.9,gpt2_small,32.0,5.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_eps32.0_K20,0.25,13.8,gpt2_small,32.0,20.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_epsinf_K1,0.25,14.0,gpt2_small,inf,1.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_epsinf_K5,0.2501,14.2,gpt2_small,inf,5.0
D,ag_news_gpt2_small,44,1.0,,dp_avg_epsinf_K20,0.25,14.0,gpt2_small,inf,20.0
