backbone,dataset,N,alpha,seed,K,tau,method,phase0_kind,probe_size_actual,sigma,acc,mean_teacher,best_teacher,oracle,theta0_acc,m3_mean_gap,m3_clients_helped,m3_clients_evaluated,m3_gap,m3_student_acc_on_Di,m3_teacher_acc_on_Di,m4_mean,m4_clients_evaluated,m4_ood_acc,wall_clock_sec,phase_teacher_sec,phase_phase0_sec,phase_distill_sec,phase_aggregate_sec,phase_eval_sec,job_id,node,status,error
vit_b32_cifar100,CIFAR100,10,0.01,42,100,1.0,dp_avg_eps2_K20,dp_avg,100,6.449903898212313,0.072,0.12916,0.1629,0.8692,0.0354,-0.9104740193594637,0,10,"[-0.9351690484489369, -0.8891089108910891, -0.9150561097256857, -0.9328758949880669, -0.9085855466337245, -0.9125721279944046, -0.9053836882282041, -0.8548168249660787, -0.9173132343161162, -0.9338588074023303]","[0.05751132798884629, 0.09078446306169079, 0.06561720698254364, 0.052804295942720764, 0.06948733786287832, 0.08270676691729323, 0.06347930895942146, 0.12449118046132972, 0.07248947018399468, 0.051747772446881425]","[0.9926803764377832, 0.9798933739527799, 0.9806733167082294, 0.9856801909307876, 0.9780728844966028, 0.9952788949116979, 0.9688629971876256, 0.9793080054274084, 0.9898027045001109, 0.9856065798492117]",0.07001683902725199,10,"[0.07604651162790697, 0.06878048780487805, 0.073, 0.07289156626506024, 0.07, 0.06658536585365854, 0.07175, 0.06702702702702702, 0.06933333333333333, 0.06475409836065574]",3.5676076412200928,2.1905510425567627,0.08324265480041504,0.9551687240600586,0.00039196014404296875,0.16901850700378418,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,43,100,1.0,dp_avg_eps2_K20,dp_avg,100,6.442680879502149,0.0588,0.12107000000000001,0.1498,0.8683,0.0297,-0.9254868041293168,0,10,"[-0.8914324187847164, -0.9407170749023784, -0.9051935788479698, -0.9076114171256885, -0.9365157480314961, -0.8907291456271461, -0.9387858347386172, -0.9473918858671422, -0.957680250783699, -0.9388106865843149]","[0.09392358188857095, 0.04792332268370607, 0.08404154863078375, 0.0786179268903355, 0.045275590551181105, 0.09715209048677034, 0.04654300168634064, 0.04101649576460098, 0.031124048365427676, 0.043665613329503014]","[0.9853560006732873, 0.9886403975860845, 0.9892351274787535, 0.986229344016024, 0.9817913385826772, 0.9878812361139164, 0.9853288364249578, 0.9884083816317432, 0.9888042991491267, 0.9824762999138179]",0.0579896195071774,10,"[0.052771084337349394, 0.05976744186046511, 0.04988235294117647, 0.05755813953488372, 0.05565789473684211, 0.05301204819277108, 0.05820512820512821, 0.0592, 0.0668421052631579, 0.067]",3.569247245788574,2.1808881759643555,0.08255195617675781,0.9665577411651611,0.0003800392150878906,0.16999197006225586,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,44,100,1.0,dp_avg_eps2_K20,dp_avg,100,6.44558801400764,0.0783,0.12342,0.1484,0.8673,0.0365,-0.9110057484849683,0,10,"[-0.9300225733634311, -0.9159013146047181, -0.9098866122936144, -0.8866123399301514, -0.9290767598160594, -0.8523035230352304, -0.9303923741964087, -0.9333008763388511, -0.8991325398426468, -0.9234285714285715]","[0.05248306997742664, 0.07725553754727174, 0.07837676546648101, 0.10616996507566938, 0.055005305978068623, 0.13194444444444445, 0.06473065839060076, 0.05306718597857838, 0.08593907605406496, 0.06354285714285714]","[0.9825056433408578, 0.9931568521519899, 0.9882633777600954, 0.9927823050058208, 0.984082065794128, 0.9842479674796748, 0.9951230325870095, 0.9863680623174295, 0.9850716158967118, 0.9869714285714286]",0.07598778191946126,10,"[0.07651162790697674, 0.07607142857142857, 0.08023529411764706, 0.06952941176470588, 0.07493827160493827, 0.06802469135802469, 0.07025316455696203, 0.07662162162162162, 0.07769230769230769, 0.09]",3.5680618286132812,2.199826955795288,0.0816502571105957,0.9591152667999268,0.0003693103790283203,0.16983819007873535,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,42,100,1.0,dp_avg_eps8_K20,dp_avg,100,1.6124759745530783,0.1077,0.12916,0.1629,0.8692,0.0609,-0.8778086850376271,0,10,"[-0.9205298013245032, -0.8495049504950495, -0.8790523690773068, -0.9409307875894989, -0.8767757875231624, -0.8653610771113831, -0.8852952993169948, -0.82140434192673, -0.8423852804256262, -0.8968471555860178]","[0.0721505751132799, 0.13038842345773038, 0.10162094763092269, 0.04474940334128878, 0.1012970969734404, 0.12991781780031475, 0.08356769787063077, 0.15790366350067842, 0.1474174240744846, 0.08875942426319397]","[0.9926803764377832, 0.9798933739527799, 0.9806733167082294, 0.9856801909307876, 0.9780728844966028, 0.9952788949116979, 0.9688629971876256, 0.9793080054274084, 0.9898027045001109, 0.9856065798492117]",0.10555905866182233,10,"[0.11627906976744186, 0.10292682926829268, 0.11125, 0.11313253012048193, 0.10604938271604938, 0.09841463414634147, 0.11125, 0.10013513513513514, 0.09533333333333334, 0.10081967213114754]",3.5794966220855713,2.1908345222473145,0.08391809463500977,0.9658191204071045,0.0003666877746582031,0.16929125785827637,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,43,100,1.0,dp_avg_eps8_K20,dp_avg,100,1.6106702198755372,0.0843,0.12107000000000001,0.1498,0.8683,0.0465,-0.8979222171190727,0,10,"[-0.8439656623464064, -0.9066382676606318, -0.8606232294617564, -0.8760640961442163, -0.9181430446194226, -0.8666935972530803, -0.9055649241146712, -0.9161836825679892, -0.9402149574563368, -0.9451307095662167]","[0.141390338326881, 0.08200212992545261, 0.12861189801699716, 0.11016524787180772, 0.0636482939632546, 0.1211876388608362, 0.07976391231028668, 0.0722246990637539, 0.048589341692789965, 0.037345590347601265]","[0.9853560006732873, 0.9886403975860845, 0.9892351274787535, 0.986229344016024, 0.9817913385826772, 0.9878812361139164, 0.9853288364249578, 0.9884083816317432, 0.9888042991491267, 0.9824762999138179]",0.08319259646226816,10,"[0.07566265060240963, 0.08813953488372094, 0.07047058823529412, 0.08, 0.08092105263157895, 0.07939759036144578, 0.08615384615384615, 0.0844, 0.09394736842105263, 0.09283333333333334]",3.5871946811676025,2.2003366947174072,0.08426094055175781,0.9630012512207031,0.0003952980041503906,0.1692194938659668,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,44,100,1.0,dp_avg_eps8_K20,dp_avg,100,1.61139700350191,0.1129,0.12342,0.1484,0.8673,0.0649,-0.8787797274567509,0,10,"[-0.917607223476298, -0.8989735278227985, -0.8615476427292619, -0.8323632130384169, -0.9066147859922179, -0.8406165311653117, -0.9048991354466859, -0.9040895813047712, -0.837199919306032, -0.8838857142857144]","[0.06489841986455983, 0.09418332432919142, 0.1267157350308335, 0.16041909196740395, 0.07746727980191015, 0.14363143631436315, 0.09022389714032365, 0.08227848101265822, 0.14787169659067984, 0.10308571428571428]","[0.9825056433408578, 0.9931568521519899, 0.9882633777600954, 0.9927823050058208, 0.984082065794128, 0.9842479674796748, 0.9951230325870095, 0.9863680623174295, 0.9850716158967118, 0.9869714285714286]",0.11232336900713072,10,"[0.11511627906976744, 0.11202380952380953, 0.11152941176470588, 0.0988235294117647, 0.11395061728395062, 0.10802469135802469, 0.10810126582278481, 0.11743243243243243, 0.10512820512820513, 0.13310344827586207]",3.5803616046905518,2.1977314949035645,0.08180952072143555,0.9621481895446777,0.00037288665771484375,0.16998720169067383,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,42,100,1.0,labelled_probe_warmup,labelled,300,0.0,0.4236,0.12916,0.1629,0.8692,0.3924,-0.5429147997987058,0,10,"[-0.42837225514116417, -0.5284082254379283, -0.6058291770573566, -0.5960620525059666, -0.43190240889437914, -0.6112956810631229, -0.698071514664524, -0.6706241519674355, -0.4103303037020617, -0.44825222755311855]","[0.564308121296619, 0.4514851485148515, 0.3748441396508728, 0.389618138424821, 0.5461704756022236, 0.3839832138485749, 0.27079148252310165, 0.30868385345997285, 0.5794724007980492, 0.5373543522960932]","[0.9926803764377832, 0.9798933739527799, 0.9806733167082294, 0.9856801909307876, 0.9780728844966028, 0.9952788949116979, 0.9688629971876256, 0.9793080054274084, 0.9898027045001109, 0.9856065798492117]",0.41715076635653564,10,"[0.40081395348837207, 0.3985365853658537, 0.43425, 0.43337349397590363, 0.39654320987654323, 0.39890243902439027, 0.439375, 0.44716216216216215, 0.3896, 0.43295081967213117]",3.48832106590271,2.1850359439849854,0.021637439727783203,0.9554975032806396,0.00037407875061035156,0.16923832893371582,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,43,100,1.0,labelled_probe_warmup,labelled,300,0.0,0.4635,0.12107000000000001,0.1498,0.8683,0.4211,-0.520502270142857,0,10,"[-0.5494024574987375, -0.5981540646077387, -0.6160528800755429, -0.5523284927391087, -0.47506561679790027, -0.42759038578065045, -0.5133220910623946, -0.5705156784068954, -0.4518584863412449, -0.45073254811835683]","[0.43595354317454976, 0.3904863329783458, 0.3731822474032106, 0.43390085127691536, 0.5067257217847769, 0.560290850333266, 0.47200674536256326, 0.4178927032248477, 0.5369458128078818, 0.5317437517954611]","[0.9853560006732873, 0.9886403975860845, 0.9892351274787535, 0.986229344016024, 0.9817913385826772, 0.9878812361139164, 0.9853288364249578, 0.9884083816317432, 0.9888042991491267, 0.9824762999138179]",0.46308153771574273,10,"[0.4678313253012048, 0.47872093023255813, 0.4698823529411765, 0.4611627906976744, 0.4506578947368421, 0.4440963855421687, 0.4705128205128205, 0.4629333333333333, 0.4686842105263158, 0.4563333333333333]",3.522489309310913,2.1884310245513916,0.02158951759338379,0.9864130020141602,0.00037789344787597656,0.16959261894226074,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,44,100,1.0,labelled_probe_warmup,labelled,300,0.0,0.4423,0.12342,0.1484,0.8673,0.4062,-0.5377637736596219,0,10,"[-0.4448833709556057, -0.48766432558977124, -0.5633578675154167, -0.5257275902211875, -0.553767244428723, -0.565379403794038, -0.3983595655065395, -0.47955209347614414, -0.6814605608230786, -0.6774857142857142]","[0.5376222723852521, 0.5054925265622187, 0.4249055102446787, 0.4670547147846333, 0.430314821365405, 0.41886856368563685, 0.59676346708047, 0.5068159688412853, 0.30361105507363323, 0.3094857142857143]","[0.9825056433408578, 0.9931568521519899, 0.9882633777600954, 0.9927823050058208, 0.984082065794128, 0.9842479674796748, 0.9951230325870095, 0.9863680623174295, 0.9850716158967118, 0.9869714285714286]",0.4339558210117829,10,"[0.4266279069767442, 0.4361904761904762, 0.4356470588235294, 0.4404705882352941, 0.4330864197530864, 0.4434567901234568, 0.4237974683544304, 0.43135135135135133, 0.4591025641025641, 0.4098275862068966]",3.5147721767425537,2.20210337638855,0.022284269332885742,0.9624414443969727,0.0003681182861328125,0.16974329948425293,1115755,ai08,success,
vit_b32_cifar100,CIFAR100,10,0.01,42,100,1.0,no_phase0,none,0,0.0,0.0239,0.12916,0.1629,0.8692,0.0121,-0.9603533529063599,0,10,"[-0.9860578598814917, -0.9463823305407464, -0.9457605985037406, -0.9683770883054893, -0.9680358245830759, -0.9655534184297955, -0.9552028927280033, -0.9260515603799185, -0.9729549988915983, -0.9691569568197395]","[0.006622516556291391, 0.03351104341203351, 0.034912718204488775, 0.017303102625298328, 0.010037059913526868, 0.029725476481902432, 0.013660104459622338, 0.053256445047489824, 0.016847705608512526, 0.01644962302947224]","[0.9926803764377832, 0.9798933739527799, 0.9806733167082294, 0.9856801909307876, 0.9780728844966028, 0.9952788949116979, 0.9688629971876256, 0.9793080054274084, 0.9898027045001109, 0.9856065798492117]",0.0239454337691621,10,"[0.026976744186046512, 0.022560975609756097, 0.022125, 0.026144578313253012, 0.024814814814814814, 0.02170731707317073, 0.02525, 0.020945945945945947, 0.024666666666666667, 0.024262295081967214]",3.5148699283599854,2.2155401706695557,0.00785207748413086,0.962470531463623,0.0003848075866699219,0.16936731338500977,1115755,ai08,success,
