backbone,dataset,N,alpha,seed,K,tau,method,phase0_kind,probe_size_actual,sigma,acc,mean_teacher,best_teacher,oracle,theta0_acc,m3_mean_gap,m3_clients_helped,m3_clients_evaluated,m3_gap,m3_student_acc_on_Di,m3_teacher_acc_on_Di,m4_mean,m4_clients_evaluated,m4_ood_acc,wall_clock_sec,phase_teacher_sec,phase_phase0_sec,phase_distill_sec,phase_aggregate_sec,phase_eval_sec,job_id,node,status,error
mlp_mnist,MNIST,10,0.05,42,300,4.0,dp_avg_eps0.5_K20,dp_avg,10,16.92374029236787,0.4967,0.33375,0.5902,0.9735,0.1066,-0.47079184191280987,0,10,"[-0.23963133640552992, -0.7702753207923259, -0.7337728937728938, -0.3238058452426935, -0.8173038229376257, -0.5697027804410355, -0.372694252546115, -0.2857142857142857, -0.4359737939249553, -0.15904408735063857]","[0.7142857142857143, 0.22411859972592502, 0.2602197802197802, 0.6664091669885412, 0.17424547283702213, 0.4296260786193672, 0.625169147496617, 0.6728110599078341, 0.5598570577724836, 0.8395138030490318]","[0.9539170506912442, 0.9943939205182509, 0.993992673992674, 0.9902150122312348, 0.9915492957746479, 0.9993288590604027, 0.997863400042732, 0.9585253456221198, 0.9958308516974389, 0.9985578903996704]",0.40613570630824203,10,"[0.4400350525788683, 0.31544068919814444, 0.4132622853759621, 0.3434823977164605, 0.44221910674944925, 0.37065508021390375, 0.23877260719365984, 0.5156485355648536, 0.5159928559831142, 0.4658484525080043]",25.016793727874756,13.421704053878784,0.0739600658416748,4.234928607940674,0.0011332035064697266,0.19597077369689941,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,43,300,4.0,dp_avg_eps0.5_K20,dp_avg,10,16.865745453981123,0.6291,0.3327,0.5603,0.9747,0.1534,-0.31201762125973326,0,10,"[-0.2754440961337513, -0.11830173124484755, -0.5004863813229572, -0.45243379198106226, -0.1839006636694498, -0.18271316535958615, -0.11237205162438801, -0.07692307692307687, -0.3218029350104822, -0.895798319327731]","[0.7217345872518286, 0.8804616652926628, 0.49523346303501947, 0.5432756324900133, 0.8152429886533933, 0.8167862506257301, 0.8862928348909658, 0.9230769230769231, 0.6761006289308176, 0.10132052821128451]","[0.9971786833855799, 0.9987633965375103, 0.9957198443579767, 0.9957094244710756, 0.9991436523228431, 0.9994994159853162, 0.9986648865153538, 1.0, 0.9979035639412998, 0.9971188475390156]",0.6015911138809161,9,"[0.5646674246731097, 0.5662003903708523, 0.4885685884691849, 0.5637342908438061, 0.6102272727272727, 0.8606623586429726, 0.7122395833333334, 0.5639563708477937, 0.48406374501992033, null]",17.821800231933594,13.231597185134888,0.05039358139038086,4.14626932144165,0.00107574462890625,0.19434165954589844,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,44,300,4.0,dp_avg_eps0.5_K20,dp_avg,10,16.835458028503687,0.3493,0.33845000000000003,0.5152,0.9776,0.0745,-0.692753988368481,0,10,"[-0.9162222604507139, -0.7343062311790595, -0.4023940038035575, -0.9363259331544279, -0.7963856561642539, -0.9590272270684642, -0.15188051106712253, -0.3842193620593173, -0.8086866597724922, -0.8380920389654014]","[0.0818854292103905, 0.26546212647671996, 0.5962635641570645, 0.05684313247133447, 0.19339578011164726, 0.03965107057890563, 0.8461400035990643, 0.6144376049244544, 0.1907962771458118, 0.15485387974470943]","[0.9981076896611044, 0.9997683576557794, 0.998657567960622, 0.9931690656257623, 0.9897814362759012, 0.9986782976473698, 0.9980205146661868, 0.9986569669837717, 0.999482936918304, 0.9929459187101108]",0.28097626707356155,10,"[0.2508647669247241, 0.31859154929577466, 0.4070500196927924, 0.6992433795712484, 0.26306532663316584, 0.30887838846058197, 0.05129958960328317, 0.07351129363449692, 0.2894144144144144, 0.14784394250513347]",17.70783829689026,13.128678321838379,0.054697275161743164,4.146437406539917,0.001056671142578125,0.1938621997833252,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,42,300,4.0,dp_avg_eps2_K1,dp_avg,10,84.61870146183936,0.1017,0.33375,0.5902,0.9735,0.082,-0.8801880123207735,0,10,"[-0.9539170506912442, -0.9292388189859225, -0.7821245421245422, -0.8161452298184628, -0.9271629778672033, -0.975647171620326, -0.997863400042732, -0.8847926267281105, -0.5364304149295215, -0.9985578903996704]","[0.0, 0.0651551015323284, 0.21186813186813186, 0.174069782412772, 0.06438631790744467, 0.0236816874400767, 0.0, 0.07373271889400922, 0.4594004367679174, 0.0]","[0.9539170506912442, 0.9943939205182509, 0.993992673992674, 0.9902150122312348, 0.9915492957746479, 0.9993288590604027, 0.997863400042732, 0.9585253456221198, 0.9958308516974389, 0.9985578903996704]",0.10312952419756446,10,"[0.1228092138207311, 0.0003313452617627568, 0.007104795737122558, 0.008563273073263558, 0.0, 0.00016711229946524063, 0.19934972566551515, 0.16401673640167364, 0.0060074687449261244, 0.5229455709711847]",17.468706846237183,12.951604843139648,0.04380607604980469,4.098001718521118,0.001058340072631836,0.1933743953704834,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,43,300,4.0,dp_avg_eps2_K1,dp_avg,10,84.32872726990563,0.098,0.3327,0.5603,0.9747,0.1024,-0.8963128666419886,0,10,"[-0.7875653082549634, -0.9987633965375103, -0.9957198443579767, -0.9957094244710756, -0.2967244701348748, -0.8968796929751377, -0.9986648865153538, -1.0, -0.9979035639412998, -0.9951980792316927]","[0.2096133751306165, 0.0, 0.0, 0.0, 0.7024191821879683, 0.10261972301017855, 0.0, 0.0, 0.0, 0.0019207683073229293]","[0.9971786833855799, 0.9987633965375103, 0.9957198443579767, 0.9957094244710756, 0.9991436523228431, 0.9994994159853162, 0.9986648865153538, 1.0, 0.9979035639412998, 0.9971188475390156]",0.1518852584910712,9,"[0.0, 0.1594014313597918, 0.4870775347912525, 0.19549172152403752, 0.0, 0.0, 0.15950520833333334, 0.12146752602875557, 0.24402390438247012, null]",17.493531227111816,12.981652975082397,0.044623613357543945,4.09405517578125,0.0010576248168945312,0.1937117576599121,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,44,300,4.0,dp_avg_eps2_K1,dp_avg,10,84.17729014251843,0.098,0.33845000000000003,0.5152,0.9776,0.0848,-0.9243286122146133,0,10,"[-0.9975916050232237, -0.9166087560806115, -0.42006935898870124, -0.9863381312515247, -0.9897814362759012, -0.9883690192968544, -0.9886629476336153, -0.9837716843872412, -0.9989658738366081, -0.9731273093718509]","[0.0005160846378806125, 0.08315960157516794, 0.5785882089719208, 0.006830934374237619, 0.0, 0.010309278350515464, 0.009357567032571531, 0.014885282596530498, 0.000517063081695967, 0.019818609338259994]","[0.9981076896611044, 0.9997683576557794, 0.998657567960622, 0.9931690656257623, 0.9897814362759012, 0.9986782976473698, 0.9980205146661868, 0.9986569669837717, 0.999482936918304, 0.9929459187101108]",0.02462311557788945,10,"[0.0, 0.0, 0.0, 0.0, 0.24623115577889448, 0.0, 0.0, 0.0, 0.0, 0.0]",17.508722066879272,12.950003147125244,0.047792673110961914,4.140564441680908,0.0010459423065185547,0.19347596168518066,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,42,300,4.0,dp_avg_eps2_K20,dp_avg,10,4.230935073091968,0.5172,0.33375,0.5902,0.9735,0.1668,-0.4562762599025786,0,10,"[-0.24884792626728114, -0.7569453095801669, -0.7305494505494505, -0.3386120767349041, -0.8515090543259558, -0.5, -0.33644327327113455, -0.2626728110599078, -0.407186817550129, -0.12999587968685622]","[0.7050691244239631, 0.23744861093808398, 0.26344322344322346, 0.6516029354963306, 0.14004024144869215, 0.4993288590604027, 0.6614201267715974, 0.695852534562212, 0.5886440341473099, 0.8685620107128141]","[0.9539170506912442, 0.9943939205182509, 0.993992673992674, 0.9902150122312348, 0.9915492957746479, 0.9993288590604027, 0.997863400042732, 0.9585253456221198, 0.9958308516974389, 0.9985578903996704]",0.43389877290947754,10,"[0.47120681021532296, 0.31610337972166996, 0.4511545293072824, 0.4069933396764986, 0.4830763068295614, 0.3825200534759358, 0.25868725868725867, 0.5533054393305439, 0.5388861828218867, 0.47705442902881534]",17.773006200790405,13.16089653968811,0.052870750427246094,4.176922559738159,0.0010578632354736328,0.1933596134185791,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,43,300,4.0,dp_avg_eps2_K20,dp_avg,10,4.216436363495281,0.6411,0.3327,0.5603,0.9747,0.3547,-0.31127428252203504,0,10,"[-0.14294670846394986, -0.1401483924154988, -0.4696498054474708, -0.43083296345613253, -0.12545493470348967, -0.30669113966294015, -0.11326212728081886, -0.07692307692307687, -0.34716981132075464, -0.9596638655462184]","[0.85423197492163, 0.8586150041220115, 0.5260700389105059, 0.564876461014943, 0.8736887176193534, 0.6928082763223761, 0.8854027592345349, 0.9230769230769231, 0.6507337526205451, 0.03745498199279712]","[0.9971786833855799, 0.9987633965375103, 0.9957198443579767, 0.9957094244710756, 0.9991436523228431, 0.9994994159853162, 0.9986648865153538, 1.0, 0.9979035639412998, 0.9971188475390156]",0.5977005797192562,9,"[0.5521603183627061, 0.5801886792452831, 0.44433399602385687, 0.523838021145023, 0.5784090909090909, 0.9034733441033925, 0.7355143229166666, 0.5815567674764501, 0.47983067729083667, null]",17.747182369232178,13.157612800598145,0.04759097099304199,4.164020538330078,0.00106048583984375,0.19397521018981934,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,44,300,4.0,dp_avg_eps2_K20,dp_avg,10,4.208864507125922,0.4874,0.33845000000000003,0.5152,0.9776,0.2046,-0.5588168712392487,0,10,"[-0.6874247376569758, -0.48436414176511466, -0.28761606443673793, -0.7845816052695779, -0.4746901315166998, -0.8884483214380121, -0.21666366744646393, -0.3782876329043089, -0.531540847983454, -0.8545515619751427]","[0.31068295200412865, 0.5154042158906648, 0.7110415035238841, 0.20858746035618445, 0.5150913047592014, 0.11022997620935765, 0.7813568472197229, 0.6203693340794628, 0.46794208893485006, 0.13839435673496808]","[0.9981076896611044, 0.9997683576557794, 0.998657567960622, 0.9931690656257623, 0.9897814362759012, 0.9986782976473698, 0.9980205146661868, 0.9986569669837717, 0.999482936918304, 0.9929459187101108]",0.44769884974837604,10,"[0.41162905616867074, 0.45, 0.4166994879873966, 0.7638713745271122, 0.32110552763819095, 0.4869435463814971, 0.25205198358413133, 0.2698151950718686, 0.4241741741741742, 0.6806981519507187]",17.88571286201477,13.353326797485352,0.04913973808288574,4.111392498016357,0.001049041748046875,0.1925334930419922,1116377,ai05,success,
mlp_mnist,MNIST,10,0.05,42,300,4.0,dp_avg_eps2_K5,dp_avg,10,16.92374029236787,0.4964,0.33375,0.5902,0.9735,0.1563,-0.4885484598966502,0,10,"[-0.3824884792626728, -0.7451102528964744, -0.7356776556776556, -0.34105832367709543, -0.8454728370221328, -0.6277085330776606, -0.3280393134392138, -0.29953917050691237, -0.41413539805439736, -0.1662546353522868]","[0.5714285714285714, 0.2492836676217765, 0.2583150183150183, 0.6491566885541393, 0.1460764587525151, 0.3716203259827421, 0.6698240866035182, 0.6589861751152074, 0.5816954536430415, 0.8323032550473836]","[0.9539170506912442, 0.9943939205182509, 0.993992673992674, 0.9902150122312348, 0.9915492957746479, 0.9993288590604027, 0.997863400042732, 0.9585253456221198, 0.9958308516974389, 0.9985578903996704]",0.405786755784305,10,"[0.4636955433149725, 0.21835652750165674, 0.4142490625616736, 0.38225499524262607, 0.4508311636290807, 0.38836898395721925, 0.2182483235114814, 0.5285355648535565, 0.5093359311576554, 0.483991462113127]",17.510945081710815,12.962257862091064,0.04381608963012695,4.133859872817993,0.001051187515258789,0.1942753791809082,1116377,ai05,success,
